,EmployeeID,Age,Gender,MaritalStatus,NumberChildren,DateBirth,Over18,Education,EducationField,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,OverTime,DistanceFromHome,RemoteWork,BusinessTravel,TrainingTimesLastYear,Department,JobRole,JobLevel,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,Salary,StandardHours
980,1010,35,Male,Divorced,,1988,Y,4,Other,1,"5,0",4,,0,2,1,2,4,1.0,2,4.0,Yes,Yes,14,0,travel_rarely,2, Research & Development , laboratory technician ,1,622.0,39.0,10074.0,,24,1,1000000000,80.0
981,1017,30,Female,,,1993,,3,,0,"4,0",3,,1,2,1,2,1,3.0,3,3.0,Yes,,5,1,,3,, laboratory technician ,1,109.0,60.0,25725.0,,17,0,1000000000,
982,1022,48,Male,,,1975,Y,3,,2,"19,0",2,,2,2,1,3,4,3.0,2,3.0,No,No,6,1,travel_rarely,0, Research & Development , healthcare representative ,2,277.0,97.0,13119.0,4240.0,13,0,1000000000,
983,nan259,41,Female,,,1982,Y,2,Medical,6,"8,0",2,,2,1,1,3,2,3.0,3,3.0,No,,7,0,travel_rarely,6,, manufacturing director ,2,549.0,42.0,23371.0,,14,0,1000000000,
984,1027,27,Female,,,1996,Y,4,,0,,3,,2,2,1,4,2,,3,3.0,No,,2,1,,2, Research & Development , manufacturing director ,2,1055.0,47.0,4658.0,4227.0,18,1,1000000000,
985,1028,35,Male,,,1988,,3,Other,1,"3,0",3,,1,2,1,4,1,2.0,3,4.0,No,No,10,0,travel_rarely,4, Research & Development , laboratory technician ,1,802.0,45.0,9541.0,3917.0,20,1,1000000000,
986,1037,26,Male,Single,,1997,Y,2,Medical,8,,2,,2,2,1,1,4,3.0,1,3.0,Yes,No,29,1,non-travel,6,, sales executive ,2,265.0,79.0,21813.0,4969.0,18,0,1000000000,80.0
987,1044,33,Female,,,1990,Y,1,Life Sciences,0,,2,,2,2,1,4,4,2.0,2,3.0,No,,8,0,non-travel,2, Sales , sales representative ,1,1038.0,,21437.0,,19,0,1000000000,
988,1053,26,Male,Married,,1997,Y,3,Life Sciences,6,"6,0",3,,1,2,1,1,2,3.0,3,3.0,Yes,,2,1,,2,, research scientist ,1,342.0,57.0,15346.0,2042.0,14,1,1000000000,
989,nan260,38,Male,,,1985,Y,4,,3,"8,0",2,,2,2,1,3,1,3.0,3,3.0,No,No,3,0,travel_frequently,2,, research scientist ,1,1186.0,44.0,2997.0,2821.0,16,1,1000000000,
990,1069,46,Male,,,1977,,4,Medical,9,"23,0",2,,2,2,4,4,4,3.0,3,3.0,No,No,47,1,,0,, research director ,5,430.0,40.0,21445.0,,17,2,1000000000,80.0
991,1077,20,Female,Single,,2003,Y,3,Marketing,1,"2,0",2,,0,2,1,4,2,3.0,3,3.0,Yes,Yes,9,1,,3,, sales representative ,1,769.0,54.0,17205.0,,14,0,1000000000,80.0
992,1084,30,Male,Married,,1993,,3,Other,0,"7,0",6,,0,2,2,1,3,2.0,3,3.0,No,,20,0,,1,, manufacturing director ,2,1176.0,85.0,9096.0,9957.0,15,1,1000000000,
993,1094,27,Male,Married,,1996,,5,,1,"3,0",3,,1,2,1,3,4,,1,3.0,No,,8,0,non-travel,4,, laboratory technician ,1,1277.0,87.0,5869.0,,19,3,1000000000,80.0
994,1096,55,Male,Married,,1968,,1,,3,"23,0",3,,1,2,1,2,2,3.0,3,3.0,No,No,2,1,,4,, manufacturing director ,3,1091.0,65.0,15813.0,,18,1,1000000000,
995,1099,33,Male,,,1990,,3,Life Sciences,4,,3,,1,2,1,4,3,3.0,2,3.0,No,No,5,1,travel_rarely,2,, healthcare representative ,3,654.0,34.0,21214.0,,15,1,1000000000,
996,1102,28,Male,,,1995,,2,Life Sciences,1,"4,0",4,,2,2,1,3,4,2.0,3,3.0,No,No,15,1,,5,, laboratory technician ,1,895.0,50.0,22482.0,2207.0,16,1,1000000000,
997,1103,34,Male,,,1989,Y,1,Life Sciences,0,,6,,0,4,1,4,3,2.0,3,3.0,No,No,3,1,,1,, healthcare representative ,2,618.0,45.0,22266.0,7756.0,17,0,1000000000,
998,1108,33,Male,Single,,1990,,3,Medical,4,"5,0",2,,2,2,1,2,2,3.0,2,4.0,Yes,Yes,25,0,,0,, research scientist ,1,1017.0,55.0,2993.0,,20,0,1000000000,
999,1114,33,Female,Married,,1990,Y,3,Life Sciences,0,"4,0",3,,0,2,1,2,3,3.0,3,3.0,No,No,7,0,,3,, sales executive ,2,970.0,30.0,13401.0,,17,1,1000000000,80.0
1000,1131,21,Female,Single,,2002,Y,1,,1,"2,0",2,,2,2,1,2,3,4.0,2,3.0,No,Yes,1,1,,6,, research scientist ,1,984.0,70.0,25326.0,2070.0,11,0,1000000000,80.0
1001,1135,31,Male,Married,,1992,,3,,0,"3,0",2,,2,2,1,4,1,3.0,4,,No,No,20,1,travel_frequently,4,, sales representative ,1,793.0,67.0,21981.0,2791.0,12,1,1000000000,
1002,nan261,35,Male,Divorced,,1988,,2,Marketing,1,"5,0",5,,0,2,1,4,4,3.0,3,3.0,No,,11,1,,3,, sales executive ,2,1182.0,54.0,18500.0,,11,1,1000000000,
1003,1140,34,Male,Single,,1989,,2,,2,,3,,0,2,1,3,4,,3,3.0,No,No,2,1,,3,, manufacturing director ,2,1003.0,95.0,15834.0,,11,0,1000000000,80.0
1004,1157,33,Female,Single,,1990,,4,,0,"6,0",5,,0,3,1,1,1,3.0,3,3.0,Yes,,9,0,,3,, sales executive ,2,603.0,77.0,18385.0,8224.0,17,0,1000000000,
1005,1160,31,Male,,,1992,,3,Medical,1,,2,,2,2,1,3,3,2.0,3,3.0,Yes,No,15,1,,5, Research & Development , laboratory technician ,1,874.0,72.0,6233.0,2610.0,12,1,1000000000,
1006,1161,37,Female,,,1986,Y,2,,7,"9,0",6,,1,3,1,4,3,3.0,2,3.0,No,No,25,1,travel_rarely,2,, healthcare representative ,2,367.0,52.0,17171.0,5731.0,13,2,1000000000,
1007,1162,27,Male,Married,,1996,Y,3,,1,"4,0",4,2.0,2,2,1,3,3,3.0,2,,No,No,6,1,travel_rarely,0,, research scientist ,1,199.0,55.0,7950.0,2539.0,13,1,1000000000,
1008,1185,35,Male,Married,,1988,,4,Other,1,"2,0",2,,2,2,1,4,2,4.0,2,3.0,No,,4,1,travel_frequently,2,, laboratory technician ,1,,,26537.0,2376.0,13,1,1000000000,
1009,nan262,56,Female,Divorced,,1967,Y,4,,4,"28,0",5,,4,2,1,1,4,3.0,3,3.0,No,No,4,1,,2,, manager ,5,718.0,92.0,18575.0,,13,1,1000000000,
1010,1195,45,Female,,,1978,,3,Medical,4,,3,,0,2,1,3,3,,3,3.0,No,Yes,7,1,,2, Research & Development , research scientist ,1,1457.0,83.0,20100.0,,19,1,1000000000,
1011,nan263,20,Male,Single,,2003,,3,,1,"2,0",2,,1,2,1,3,1,2.0,2,3.0,No,,3,1,travel_rarely,2,, laboratory technician ,1,805.0,87.0,12828.0,,12,0,1000000000,
1012,nan264,50,Female,,,1973,,3,,2,,2,,2,2,1,1,3,,3,4.0,No,No,2,1,travel_frequently,3,, manager ,4,1421.0,30.0,9490.0,,22,1,1000000000,80.0
1013,1217,46,Male,,,1977,Y,2,Life Sciences,5,"25,0",4,,0,3,1,2,1,3.0,3,3.0,No,,15,1,,2,, research director ,5,1450.0,52.0,10849.0,19081.0,11,1,1000000000,
1014,1234,32,Female,Married,,1991,Y,3,Other,1,"2,0",2,,2,2,1,2,3,3.0,2,4.0,No,No,13,1,,2,, laboratory technician ,1,116.0,77.0,7331.0,2743.0,20,1,1000000000,80.0
1015,nan265,35,Female,Married,,1988,,2,,4,"16,0",13,,4,12,1,4,2,2.0,2,3.0,No,,8,0,,6,, sales executive ,3,1212.0,78.0,13755.0,,11,1,1000000000,
1016,nan266,29,Female,Divorced,,1994,Y,3,Life Sciences,1,"3,0",3,,1,2,1,4,1,,3,3.0,No,No,1,1,,5,, research scientist ,1,1010.0,97.0,5598.0,3760.0,15,3,1000000000,
1017,nan267,21,Female,,,2002,,2,,1,"2,0",2,,2,2,1,3,3,1.0,2,4.0,Yes,,10,1,travel_frequently,2,, laboratory technician ,1,,45.0,25308.0,,20,0,1000000000,
1018,nan268,34,Female,,,1989,,3,Marketing,0,"4,0",3,,0,2,1,1,4,3.0,3,3.0,No,,2,1,travel_rarely,3,, sales executive ,2,131.0,86.0,6039.0,4538.0,12,0,1000000000,
1019,1286,28,Male,Single,,1995,,4,Medical,0,,4,,0,2,1,3,3,2.0,3,3.0,No,Yes,1,0,,2,, laboratory technician ,1,791.0,44.0,6842.0,,11,0,1000000000,80.0
1020,1291,35,Male,Married,,1988,,1,Life Sciences,0,"4,0",3,,2,2,1,3,4,3.0,3,,No,Yes,6,0,travel_rarely,3,, research scientist ,1,735.0,66.0,6020.0,,14,0,1000000000,80.0
1021,nan269,28,Male,Married,,1995,,3,Life Sciences,1,,2,,2,2,1,4,2,3.0,2,3.0,No,,2,0,travel_frequently,2,, laboratory technician ,1,193.0,52.0,14222.0,3867.0,12,1,1000000000,
1022,1301,28,Male,Single,,1995,Y,3,Technical Degree,2,"5,0",3,,1,2,1,1,2,2.0,3,3.0,No,,1,0,travel_rarely,2,, research scientist ,1,640.0,84.0,4732.0,2080.0,11,0,1000000000,
1023,1303,25,Female,Single,,1998,Y,3,Medical,1,,2,,2,1,1,2,4,2.0,3,3.0,No,,1,0,,3, Research & Development , research scientist ,1,266.0,40.0,18830.0,2096.0,18,0,1000000000,80.0
1024,1308,58,Male,,,1965,Y,4,Life Sciences,1,,2,,2,2,1,3,4,3.0,3,3.0,No,,23,1,,3,, research scientist ,1,848.0,88.0,26076.0,,12,2,1000000000,
1025,nan270,39,Male,Single,,1984,Y,3,Medical,0,"6,0",5,,0,3,1,1,1,3.0,3,3.0,Yes,,23,0,,2,, research scientist ,1,,93.0,22154.0,3904.0,13,0,1000000000,
1026,1311,30,Female,Married,,1993,Y,3,Technical Degree,0,"10,0",9,,6,7,1,4,1,3.0,2,3.0,No,No,6,1,travel_rarely,6,, laboratory technician ,2,1138.0,48.0,23631.0,4627.0,12,1,1000000000,
1027,1317,50,Female,Married,,1973,,3,Life Sciences,4,,3,,1,2,4,1,2,,3,3.0,No,,46,1,,2,, research director ,4,,43.0,22422.0,,11,0,1000000000,80.0
1028,1329,41,Male,Single,,1982,,2,Medical,1,"19,0",19,,11,9,1,2,1,3.0,1,3.0,No,No,10,1,,4,, sales executive ,2,256.0,40.0,22074.0,,13,0,1000000000,
1029,1331,31,Female,,,1992,,3,,1,,3,,2,2,1,2,1,4.0,3,3.0,Yes,Yes,1,0,,2,, sales representative ,1,,54.0,8319.0,2302.0,11,0,1000000000,80.0
1030,1333,44,Male,,,1979,Y,3,Life Sciences,4,"10,0",3,,1,2,1,1,3,4.0,3,,Yes,No,3,1,,4,, laboratory technician ,1,935.0,89.0,14669.0,,12,0,1000000000,
1031,nan271,40,Male,Divorced,,1983,,2,,9,"6,0",4,,0,0,1,3,2,3.0,3,3.0,No,No,16,1,non-travel,0, Research & Development , research scientist ,1,458.0,74.0,8532.0,,16,1,1000000000,
1032,1358,25,Male,Married,,1998,,1,Medical,3,,3,,1,2,1,4,3,2.0,3,3.0,No,,19,0,travel_rarely,6, Research & Development , laboratory technician ,1,882.0,67.0,9075.0,,11,3,1000000000,
1033,1361,40,Male,,,1983,Y,4,Life Sciences,3,"7,0",4,,0,3,1,2,3,3.0,3,4.0,No,No,1,1,travel_rarely,3,, laboratory technician ,1,329.0,88.0,6762.0,,22,1,1000000000,80.0
1034,nan272,51,Female,,,1972,,2,Technical Degree,3,,5,,0,3,1,2,2,2.0,2,3.0,No,No,11,1,travel_rarely,1,, manufacturing director ,4,,82.0,24439.0,,16,0,1000000000,80.0
1035,1371,27,Male,Single,,1996,Y,1,Life Sciences,3,,6,,0,0,1,4,2,3.0,1,4.0,No,No,2,0,travel_frequently,3,, sales executive ,2,793.0,43.0,20392.0,5071.0,20,0,1000000000,
1036,1380,35,Female,Married,,1988,Y,4,Marketing,0,"5,0",4,,3,2,1,3,3,2.0,3,3.0,Yes,,18,1,,0,, sales executive ,2,662.0,67.0,23288.0,,18,1,1000000000,
1037,nan273,38,Male,Divorced,,1985,Y,3,,1,"4,0",4,,0,3,1,3,4,3.0,4,3.0,No,No,7,1,,2,, research scientist ,1,693.0,57.0,15748.0,,11,3,1000000000,
1038,1389,31,Male,Married,,1992,,4,,1,"10,0",10,,6,7,1,3,4,2.0,3,3.0,Yes,,22,1,,3,, manufacturing director ,2,,98.0,21057.0,,15,2,1000000000,
1039,nan274,51,Male,,,1972,,3,,2,"14,0",4,,3,2,1,2,2,3.0,3,3.0,No,,2,1,,5,, sales executive ,3,541.0,52.0,15395.0,10596.0,11,0,1000000000,
1040,1392,41,Female,,,1982,,3,,3,"12,0",6,,3,3,1,4,1,2.0,3,3.0,No,,22,0,,4,, research scientist ,2,1200.0,75.0,13953.0,5467.0,14,2,1000000000,
1041,1396,32,Male,Married,,1991,,1,Marketing,0,"4,0",3,,1,2,1,2,1,2.0,3,3.0,No,Yes,2,1,,3,, sales executive ,2,499.0,36.0,20497.0,,13,3,1000000000,
1042,nan275,25,Male,Married,,1998,Y,1,Life Sciences,2,"6,0",3,,1,2,1,3,2,2.0,4,3.0,No,No,18,0,travel_rarely,3,, sales executive ,2,1372.0,93.0,12477.0,,11,0,1000000000,80.0
1043,1403,27,Female,Married,,1996,,3,Marketing,1,,6,2.0,4,4,1,4,4,3.0,2,3.0,No,Yes,10,1,,3,, sales executive ,2,,98.0,7100.0,5769.0,11,0,1000000000,80.0
1044,1405,27,Female,Single,,1996,Y,4,Life Sciences,1,"8,0",8,,7,7,1,3,4,3.0,3,,Yes,Yes,22,1,travel_rarely,2,, research scientist ,1,,51.0,25681.0,2394.0,13,0,1000000000,
1045,1411,37,Female,Single,,1986,,3,Medical,4,"8,0",3,,0,2,1,3,1,3.0,3,3.0,No,No,11,1,,6,, laboratory technician ,1,1462.0,94.0,19106.0,3629.0,18,0,1000000000,80.0
1046,1412,35,Male,,,1988,Y,2,Life Sciences,2,"10,0",2,,2,2,1,4,3,3.0,3,3.0,No,No,18,1,travel_frequently,2,, manufacturing director ,3,200.0,60.0,19944.0,9362.0,11,0,1000000000,
1047,1415,25,Male,,,1998,Y,3,,4,"7,0",3,,0,2,1,4,2,2.0,3,3.0,No,No,1,1,,2,, laboratory technician ,1,949.0,81.0,4910.0,3229.0,11,1,1000000000,
1048,1428,30,Female,Divorced,,1993,,4,Marketing,7,,3,,0,2,1,1,2,3.0,3,3.0,No,No,7,1,,3,, sales executive ,2,,73.0,12761.0,,14,2,1000000000,80.0
1049,nan276,31,Female,,,1992,,5,Life Sciences,3,,3,,1,0,1,2,3,4.0,3,3.0,No,No,8,1,,3, Research & Development , research director ,4,182.0,93.0,8847.0,16422.0,11,0,1000000000,
1050,1436,36,Female,,,1987,,4,Marketing,4,"11,0",3,,0,2,1,1,1,2.0,2,3.0,No,No,16,0,,3,, sales executive ,2,329.0,98.0,13494.0,5647.0,13,2,1000000000,80.0
1051,1439,25,Male,,,1998,,2,,3,"6,0",3,,2,2,1,1,1,3.0,2,3.0,Yes,No,9,1,travel_rarely,2,, sales representative ,1,383.0,68.0,15182.0,4400.0,12,0,1000000000,80.0
1052,1441,56,Female,,,1967,,2,Life Sciences,2,"5,0",3,,1,0,1,1,4,4.0,3,4.0,No,,1,1,,3,, research scientist ,1,1255.0,90.0,10494.0,2066.0,22,1,1000000000,
1053,1448,41,Male,,,1982,,5,Medical,2,"7,0",4,,0,3,1,3,1,,4,3.0,No,,5,1,,5,, research scientist ,1,,90.0,5561.0,,12,0,1000000000,
1054,nan277,31,Female,,,1992,Y,2,,9,"8,0",3,,0,2,1,2,4,3.0,4,,No,No,8,1,travel_rarely,3,, human resources ,1,1398.0,96.0,24609.0,,18,0,1000000000,
1055,1464,31,Male,,,1992,Y,3,Life Sciences,6,"7,0",2,2.0,2,2,1,4,3,1.0,3,3.0,Yes,,2,1,travel_frequently,2, Research & Development , laboratory technician ,1,523.0,94.0,21081.0,,13,1,1000000000,
1056,1466,48,Male,Divorced,,1975,Y,3,Marketing,4,,2,,2,2,1,1,1,3.0,3,3.0,No,No,7,0,,3, Sales , sales executive ,2,1221.0,96.0,24795.0,5486.0,11,3,1000000000,
1057,1467,34,Female,Married,,1989,,4,,1,"2,0",2,,2,2,1,3,4,3.0,3,3.0,Yes,No,9,0,,0,, human resources ,1,1107.0,52.0,3072.0,,15,0,1000000000,
1058,1471,44,Male,Single,,1979,Y,3,Life Sciences,3,"7,0",5,,0,3,1,3,4,3.0,2,3.0,No,,5,0,,5,, laboratory technician ,1,981.0,90.0,7973.0,3162.0,14,0,1000000000,80.0
1059,1473,49,Male,Married,,1974,Y,4,,2,"20,0",3,,1,2,1,3,2,2.0,3,,No,No,5,1,travel_rarely,0, Research & Development , healthcare representative ,2,1495.0,96.0,21534.0,6651.0,14,1,1000000000,80.0
1060,1475,44,Male,,,1979,Y,3,Life Sciences,1,"6,0",5,,1,3,1,2,3,2.0,3,3.0,No,,20,0,,3,, research scientist ,1,1467.0,49.0,21158.0,3420.0,13,0,1000000000,
1061,1486,28,Male,Married,,1995,,3,,3,"5,0",3,,1,2,1,3,4,4.0,3,3.0,Yes,,1,0,,3,, sales representative ,1,1496.0,92.0,15747.0,2909.0,15,1,1000000000,
1062,nan278,44,Male,Single,,1979,Y,1,,5,"16,0",2,,2,2,1,3,2,2.0,3,,No,,2,1,travel_frequently,2, Research & Development , manufacturing director ,3,1193.0,86.0,19719.0,,18,0,1000000000,
1063,nan279,55,Male,Married,,1968,,4,Life Sciences,0,"4,0",3,,1,2,1,3,2,3.0,3,3.0,No,,4,1,travel_rarely,2,, healthcare representative ,2,1229.0,30.0,16143.0,,16,0,1000000000,
1064,1507,28,Male,Single,,1995,,3,Life Sciences,0,"5,0",4,,1,3,1,1,4,3.0,3,3.0,No,,7,1,travel_frequently,5,, sales executive ,2,467.0,55.0,11827.0,4898.0,14,0,1000000000,
1065,1509,49,Female,Married,,1974,,2,Medical,4,"10,0",3,,1,2,4,1,1,3.0,2,4.0,No,,45,1,travel_rarely,3,, laboratory technician ,2,271.0,43.0,23070.0,,25,1,1000000000,
1066,1513,29,Female,,,1994,,1,Life Sciences,0,,3,,0,2,1,2,3,3.0,3,3.0,No,No,2,0,travel_frequently,3,, laboratory technician ,1,410.0,97.0,4668.0,3180.0,13,3,1000000000,
1067,1516,32,Male,,,1991,,3,,2,"10,0",5,,0,0,1,4,2,4.0,3,,No,,10,1,,5,, manager ,3,495.0,64.0,21072.0,11244.0,25,0,1000000000,80.0
1068,1537,31,Female,,,1992,Y,3,Life Sciences,1,"7,0",7,,7,7,1,3,1,,3,3.0,Yes,No,3,1,travel_frequently,2,, research scientist ,1,561.0,33.0,4156.0,,12,0,1000000000,
1069,1552,40,Male,Divorced,,1983,Y,2,Life Sciences,3,"8,0",2,,2,2,1,4,3,3.0,3,3.0,No,,43,0,,2,, healthcare representative ,2,1142.0,72.0,8841.0,4069.0,18,0,1000000000,
1070,nan280,36,Male,,,1987,Y,4,Life Sciences,3,"7,0",3,,1,2,1,4,4,2.0,3,4.0,No,Yes,2,0,travel_rarely,3,, sales representative ,1,1157.0,70.0,17001.0,,21,0,1000000000,
1071,1560,33,Male,,,1990,Y,4,Life Sciences,2,,2,,2,2,1,1,4,1.0,3,3.0,No,No,8,0,,6,, sales executive ,2,1242.0,46.0,10589.0,6392.0,13,1,1000000000,
1072,1568,30,Male,Married,,1993,Y,4,,3,"9,0",4,,1,3,2,2,2,3.0,3,3.0,No,,14,1,,3, Sales , sales executive ,3,1288.0,33.0,17799.0,,12,1,1000000000,
1073,1573,38,Male,Married,,1985,,3,Medical,4,,5,,1,4,1,2,1,3.0,3,3.0,Yes,,2,0,travel_rarely,2,, manufacturing director ,2,903.0,81.0,7653.0,4855.0,11,2,1000000000,
1074,1576,48,Female,Married,,1975,,4,,8,,8,,7,6,1,1,4,2.0,3,3.0,No,,15,1,travel_rarely,3, Research & Development , research scientist ,1,1108.0,65.0,16530.0,,12,1,1000000000,
1075,1580,34,Male,,,1989,Y,4,,9,,2,,2,1,1,4,2,2.0,3,3.0,No,No,1,1,,3, Research & Development , research scientist ,2,1351.0,45.0,13008.0,,17,1,1000000000,
1076,1583,38,Female,Single,,1985,Y,3,Life Sciences,2,"8,0",3,,1,2,1,2,2,4.0,3,3.0,No,No,16,0,travel_rarely,5,, sales executive ,2,437.0,90.0,16379.0,,12,0,1000000000,
1077,1587,35,Female,Single,,1988,,4,,3,,5,,0,4,1,3,3,3.0,3,3.0,No,Yes,10,1,travel_rarely,4,, healthcare representative ,2,,51.0,4223.0,,16,0,1000000000,80.0
1078,1592,23,Male,Married,,2000,,3,,2,"4,0",2,,2,2,1,3,4,3.0,4,3.0,No,No,10,1,,2,, research scientist ,1,977.0,45.0,12826.0,,16,1,1000000000,
1079,1594,36,Male,,,1987,,4,,3,"9,0",3,,0,2,1,1,4,3.0,4,3.0,No,Yes,6,0,,3,, laboratory technician ,2,1302.0,80.0,19711.0,,13,1,1000000000,
1080,1597,34,Male,,,1989,,4,,1,"8,0",8,,7,7,3,3,2,2.0,2,3.0,No,No,36,0,travel_frequently,3,, healthcare representative ,2,653.0,92.0,15332.0,,14,1,1000000000,80.0
1081,nan281,22,Female,Married,,2001,Y,2,Other,1,"4,0",4,,1,3,1,3,2,2.0,2,,No,,26,1,non-travel,2,, research scientist ,1,457.0,85.0,10293.0,,14,0,1000000000,
1082,1607,32,Female,Married,,1991,Y,4,,3,"6,0",3,,0,2,1,4,4,3.0,4,3.0,No,No,5,1,,3,, research scientist ,1,634.0,35.0,18783.0,3312.0,17,2,1000000000,
1083,nan282,31,Male,Single,,1992,,4,,7,,5,,0,3,1,1,4,3.0,3,3.0,No,,2,0,travel_frequently,3,, sales executive ,2,715.0,54.0,21602.0,,13,0,1000000000,
1084,nan283,36,Female,Married,,1987,,4,Life Sciences,9,"7,0",3,,1,1,1,3,2,3.0,3,3.0,No,Yes,12,1,travel_rarely,2,, manufacturing director ,2,559.0,76.0,12421.0,,12,2,1000000000,80.0
1085,1623,21,Male,Single,,2002,Y,1,Medical,1,,2,,2,2,1,4,3,,3,3.0,No,No,19,0,,2,, research scientist ,1,546.0,97.0,26009.0,3117.0,18,0,1000000000,
1086,nan284,47,Female,Married,,1976,Y,4,,3,"27,0",5,,1,0,1,3,3,3.0,3,3.0,No,No,26,0,,2,, manager ,5,1176.0,,5220.0,,11,1,1000000000,
1087,nan285,39,Female,,,1984,Y,3,Medical,0,,9,,3,8,1,3,4,1.0,3,3.0,No,No,4,1,,2,, manufacturing director ,2,711.0,81.0,3140.0,,13,0,1000000000,80.0
1088,1641,40,Female,,,1983,,3,,6,"18,0",4,,3,3,1,4,4,2.0,3,,No,,16,1,,2,, manufacturing director ,3,448.0,84.0,19948.0,,15,0,1000000000,
1089,1644,48,Male,,,1975,Y,5,,2,,2,,2,2,1,4,2,3.0,2,4.0,No,No,4,1,travel_frequently,3,, manager ,4,365.0,89.0,5602.0,15202.0,25,1,1000000000,80.0
1090,1645,35,Male,,,1988,Y,2,Medical,6,,2,,2,2,1,4,4,2.0,1,3.0,Yes,Yes,10,0,,2,, sales executive ,2,763.0,59.0,22098.0,,14,2,1000000000,
1091,1647,27,Female,,,1996,,3,Medical,7,"5,0",3,,0,2,1,3,1,3.0,4,3.0,No,,8,0,travel_rarely,0, Research & Development , research scientist ,1,486.0,86.0,22490.0,,17,0,1000000000,80.0
1092,1648,27,Male,Single,,1996,Y,3,Medical,2,,4,,1,2,1,4,3,2.0,3,3.0,No,No,2,1,,0,, research scientist ,1,591.0,87.0,6297.0,2580.0,13,0,1000000000,
1093,nan286,40,Male,,,1983,,3,,3,"10,0",4,,0,3,1,1,2,1.0,3,3.0,Yes,Yes,7,1,travel_rarely,3,, laboratory technician ,1,1329.0,,3339.0,2166.0,14,0,1000000000,
1094,nan287,29,Male,Single,,1994,Y,3,,9,,5,,1,4,1,3,3,3.0,2,3.0,No,No,10,1,,2,, sales executive ,2,469.0,42.0,23413.0,,11,0,1000000000,
1095,1651,36,Female,Married,,1987,,4,Life Sciences,4,"9,0",3,,0,2,1,1,3,3.0,3,,No,No,5,1,,6,, healthcare representative ,3,711.0,42.0,22792.0,,12,2,1000000000,
1096,1655,49,Female,Married,,1974,,4,Other,3,"27,0",4,,1,2,1,2,2,3.0,3,3.0,No,,22,1,travel_rarely,2,, research director ,4,301.0,72.0,3498.0,,16,2,1000000000,
1097,1657,20,Female,Single,,2003,,3,Medical,1,"2,0",2,,2,2,1,3,1,3.0,3,3.0,No,,13,1,travel_rarely,3,, sales representative ,1,1141.0,31.0,13251.0,,19,0,1000000000,80.0
1098,1662,36,Female,,,1987,,4,,0,"4,0",3,,1,2,1,3,3,3.0,2,3.0,No,,1,1,non-travel,6, Research & Development , manufacturing director ,2,894.0,33.0,15411.0,4374.0,15,0,1000000000,
1099,1670,33,Male,,,1990,Y,4,,1,"6,0",6,,0,4,1,4,3,3.0,3,3.0,No,,2,1,travel_rarely,5,, sales executive ,2,392.0,93.0,3921.0,5505.0,14,2,1000000000,
1100,1674,49,Female,Divorced,,1974,Y,3,Medical,4,"17,0",2,,2,2,1,1,2,2.0,3,3.0,No,,16,1,,2,, laboratory technician ,1,,74.0,24941.0,2587.0,16,1,1000000000,
1101,nan288,47,Female,,,1976,,4,Life Sciences,6,"29,0",3,,1,2,1,2,3,3.0,4,3.0,No,,2,1,travel_rarely,2,, manager ,4,1225.0,47.0,21086.0,15972.0,14,3,1000000000,
1102,nan289,20,Male,,,2003,Y,1,,1,,2,,0,2,1,1,1,3.0,3,3.0,No,No,9,1,travel_rarely,3,, sales representative ,1,727.0,54.0,21082.0,,11,0,1000000000,
1103,1682,36,Male,Married,,1987,Y,4,,6,"10,0",3,,0,2,1,3,2,2.0,3,3.0,No,No,26,0,travel_rarely,2,, healthcare representative ,2,1351.0,80.0,7419.0,,14,2,1000000000,80.0
1104,1683,44,Female,,,1979,Y,3,,4,"8,0",2,,2,2,1,4,1,3.0,3,3.0,No,Yes,1,0,travel_rarely,2, Human Resources , human resources ,1,528.0,44.0,4167.0,,18,3,1000000000,
1105,1694,55,Male,Divorced,,1968,,3,Technical Degree,5,"8,0",4,,1,2,1,2,4,3.0,2,,No,No,12,1,,1,, research scientist ,1,1441.0,94.0,23737.0,,12,1,1000000000,
1106,1702,23,Male,Divorced,,2000,,3,Life Sciences,1,"3,0",3,,0,2,1,4,2,3.0,3,4.0,Yes,Yes,7,0,,2,, sales representative ,1,427.0,99.0,25103.0,,21,1,1000000000,
1107,nan290,26,Male,,,1997,,4,,1,,3,,0,2,1,3,3,4.0,1,3.0,No,No,17,1,,3,, laboratory technician ,1,390.0,62.0,6217.0,2305.0,15,3,1000000000,
1108,nan291,32,Male,Married,,1991,,3,,6,,5,,1,3,1,3,1,2.0,3,3.0,No,,10,1,travel_frequently,3,, research scientist ,1,585.0,,17360.0,3433.0,13,1,1000000000,80.0
1109,1721,31,Male,Married,,1992,,4,Life Sciences,1,"6,0",5,,0,3,1,3,4,4.0,3,3.0,No,,2,0,,2,, laboratory technician ,1,741.0,69.0,18103.0,3477.0,14,1,1000000000,
1110,1722,41,Male,Married,,1982,,3,Human Resources,6,,3,,1,2,1,2,2,3.0,1,,No,No,4,0,non-travel,4, Human Resources , human resources ,2,552.0,60.0,20794.0,,19,1,1000000000,80.0
